Frequency;Channel A
(MHz);(dBu)

0,00000000;-15,39931107
0,03051758;-15,75992584
0,06103516;-20,92802811
0,09155273;-30,61607361
0,12207031;-47,89401627
0,15258789;-68,62122345
0,18310547;-66,03510284
0,21362305;-68,95903015
0,24414062;-61,34805679
0,27465820;-58,92812347
0,30517578;-59,60808182
0,33569336;-60,60518646
0,36621094;-61,12273788
0,39672852;-63,27479935
0,42724609;-66,96147156
0,45776367;-70,96852875
0,48828125;-73,41076660
0,51879883;-64,01060486
0,54931641;-61,56280899
0,57983398;-62,82340622
0,61035156;-63,25039673
0,64086914;-61,17799377
0,67138672;-60,10845184
0,70190430;-59,49055099
0,73242188;-58,86117554
0,76293945;-59,09183121
0,79345703;-60,40647888
0,82397461;-63,16077805
0,85449219;-69,20016479
0,88500977;-67,82397461
0,91552734;-61,38607407
0,94604492;-59,67350388
0,97656250;-60,87465286
1,00708008;-61,10618210
1,03759766;-59,64598846
1,06811523;-59,15029907
1,09863281;-59,08470535
1,12915039;-59,16795349
1,15966797;-60,27935028
1,19018555;-62,66290283
1,22070312;-65,65664673
1,25122070;-73,27954102
1,28173828;-72,85424805
1,31225586;-65,52423096
1,34277344;-65,29566193
1,37329102;-67,14196014
1,40380859;-67,73556519
1,43432617;-70,28502655
1,46484375;-74,46717072
1,49536133;-69,40998077
1,52587891;-67,23931122
1,55639648;-68,61145782
1,58691406;-74,55052948
1,61743164;-72,95378113
1,64794922;-64,27781677
1,67846680;-60,46409607
1,70898438;-60,21060944
1,73950195;-64,64309692
1,77001953;-68,94313049
1,80053711;-62,72227478
1,83105469;-62,07915878
1,86157227;-61,95904541
1,89208984;-59,71541595
1,92260742;-59,39181900
1,95312500;-62,20093536
1,98364258;-69,53760529
2,01416016;-84,99906921
2,04467773;-74,18721008
2,07519531;-68,44941711
2,10571289;-64,11186218
2,13623047;-61,52755737
2,16674805;-59,84100342
2,19726562;-58,84013748
2,22778320;-59,03392792
2,25830078;-60,98713303
2,28881836;-65,01874542
2,31933594;-70,72076416
2,34985352;-75,09700012
2,38037109;-73,83877563
2,41088867;-69,65340424
2,44140625;-65,59145355
2,47192383;-62,70679092
2,50244141;-61,10775757
2,53295898;-60,85411072
2,56347656;-62,54853058
2,59399414;-67,15287781
2,62451172;-72,47219849
2,65502930;-69,52946472
2,68554688;-64,61006165
2,71606445;-60,54199982
2,74658203;-59,56005859
2,77709961;-62,20883179
2,80761719;-70,18185425
2,83813477;-73,66524506
2,86865234;-71,50240326
2,89916992;-75,96568298
2,92968750;-71,12318420
2,96020508;-68,07595825
2,99072266;-71,68514252
3,02124023;-75,29293823
3,05175781;-63,46207428
3,08227539;-60,05550003
3,11279297;-59,98155975
3,14331055;-62,25689697
3,17382812;-67,53274536
3,20434570;-86,38932800
3,23486328;-66,94535828
3,26538086;-62,15359116
3,29589844;-61,23283386
3,32641602;-62,11912537
3,35693359;-62,51449966
3,38745117;-63,33950043
3,41796875;-65,86971283
3,44848633;-67,02073669
3,47900391;-64,55880737
3,50952148;-61,16353607
3,54003906;-59,92674255
3,57055664;-61,87152100
3,60107422;-66,94022369
3,63159180;-71,77038574
3,66210938;-72,53223419
3,69262695;-66,17902374
3,72314453;-61,99486160
3,75366211;-61,78787231
3,78417969;-62,12879181
3,81469727;-61,22907639
3,84521484;-60,76794434
3,87573242;-60,32894897
3,90625000;-59,45760345
3,93676758;-60,50216675
3,96728516;-64,41996765
3,99780273;-63,08284760
4,02832031;-59,47631454
4,05883789;-58,55438232
4,08935547;-63,69753265
4,11987305;-75,60894012
4,15039062;-65,14572144
4,18090820;-64,84820557
4,21142578;-68,03794098
4,24194336;-79,87081909
4,27246094;-65,19145966
4,30297852;-66,64028931
4,33349609;-64,93846893
4,36401367;-58,77589417
4,39453125;-60,68385696
4,42504883;-64,31085968
4,45556641;-60,36430359
4,48608398;-62,26264191
