Frequency;Channel A
(MHz);(dBu)

0,00000000;-15,34118176
0,03051758;-15,70428371
0,06103516;-20,87314987
0,09155273;-30,49673271
0,12207031;-46,76385498
0,15258789;-59,77479553
0,18310547;-58,22219849
0,21362305;-60,41474915
0,24414062;-60,05615616
0,27465820;-60,52310944
0,30517578;-61,90078735
0,33569336;-64,01191711
0,36621094;-63,41446686
0,39672852;-64,18166351
0,42724609;-65,41128540
0,45776367;-64,70690155
0,48828125;-64,91093445
0,51879883;-67,15716553
0,54931641;-70,86033630
0,57983398;-73,36712646
0,61035156;-71,70807648
0,64086914;-71,71008301
0,67138672;-66,01876068
0,70190430;-61,35774231
0,73242188;-60,45193481
0,76293945;-62,45938873
0,79345703;-66,27856445
0,82397461;-71,02799988
0,85449219;-76,84564972
0,88500977;-69,29043579
0,91552734;-62,58739471
0,94604492;-60,02676010
0,97656250;-60,86400986
1,00708008;-63,82663727
1,03759766;-63,95555115
1,06811523;-62,76869202
1,09863281;-63,80875397
1,12915039;-67,95890045
1,15966797;-68,03356171
1,19018555;-63,43914413
1,22070312;-62,39212418
1,25122070;-63,83064270
1,28173828;-67,04398346
1,31225586;-71,97317505
1,34277344;-71,81091309
1,37329102;-68,17019653
1,40380859;-67,80764771
1,43432617;-70,76834869
1,46484375;-68,26358795
1,49536133;-63,63968277
1,52587891;-61,92810440
1,55639648;-61,64396286
1,58691406;-61,60787201
1,61743164;-61,08288193
1,64794922;-60,14191437
1,67846680;-59,48625946
1,70898438;-59,36724854
1,73950195;-60,01625443
1,77001953;-61,65119553
1,80053711;-63,21247101
1,83105469;-62,78512573
1,86157227;-61,77311707
1,89208984;-61,28356552
1,92260742;-59,66459656
1,95312500;-57,61637878
1,98364258;-57,00717926
2,01416016;-58,32813644
2,04467773;-61,53091049
2,07519531;-64,56357574
2,10571289;-64,06295013
2,13623047;-62,84696960
2,16674805;-61,86054611
2,19726562;-60,90340424
2,22778320;-60,77743530
2,25830078;-61,47710800
2,28881836;-61,52759933
2,31933594;-61,61445999
2,34985352;-63,30284882
2,38037109;-65,87147522
2,41088867;-66,99981689
2,44140625;-68,09165955
2,47192383;-68,61946106
2,50244141;-65,93553925
2,53295898;-64,23377228
2,56347656;-64,14294434
2,59399414;-63,72435760
2,62451172;-62,10887527
2,65502930;-61,11489868
2,68554688;-63,14102554
2,71606445;-73,05799103
2,74658203;-71,41125488
2,77709961;-65,69386292
2,80761719;-65,38132477
2,83813477;-65,28554535
2,86865234;-63,42041016
2,89916992;-61,55997467
2,92968750;-60,62692261
2,96020508;-60,90977097
2,99072266;-62,45345688
3,02124023;-64,17641449
3,05175781;-62,48920822
3,08227539;-60,14533234
3,11279297;-60,14493561
3,14331055;-62,43633652
3,17382812;-65,83113861
3,20434570;-66,87615204
3,23486328;-67,52731323
3,26538086;-72,24551392
3,29589844;-75,10842133
3,32641602;-67,32518768
3,35693359;-66,12982178
3,38745117;-67,46845245
3,41796875;-69,94358826
3,44848633;-70,79002380
3,47900391;-67,09111023
3,50952148;-63,75297165
3,54003906;-61,47353745
3,57055664;-60,34223938
3,60107422;-60,80455780
3,63159180;-63,93122864
3,66210938;-70,83306885
3,69262695;-72,93776703
3,72314453;-72,43679047
3,75366211;-73,00474548
3,78417969;-70,17869568
3,81469727;-66,87277985
3,84521484;-65,18685913
3,87573242;-67,16267395
3,90625000;-71,43936157
3,93676758;-71,62056732
3,96728516;-73,92744446
3,99780273;-66,28591919
4,02832031;-62,30556870
4,05883789;-60,84304428
4,08935547;-62,62942886
4,11987305;-62,54711914
4,15039062;-61,31265259
4,18090820;-60,02799225
4,21142578;-59,25155640
4,24194336;-62,15005875
4,27246094;-63,77022552
4,30297852;-66,55749512
4,33349609;-69,13231659
4,36401367;-64,45239258
4,39453125;-71,14212799
4,42504883;-74,67650604
4,45556641;-65,77099609
4,48608398;-63,03130722
