Frequency;Channel A
(MHz);(dBu)

0,00000000;-15,29972935
0,03051758;-15,67248535
0,06103516;-20,89211655
0,09155273;-30,77925491
0,12207031;-49,55142593
0,15258789;-62,92478561
0,18310547;-63,92932129
0,21362305;-64,03829956
0,24414062;-61,64279938
0,27465820;-60,18376923
0,30517578;-62,61951828
0,33569336;-65,78421783
0,36621094;-68,86366272
0,39672852;-76,72469330
0,42724609;-80,97927856
0,45776367;-78,13146210
0,48828125;-69,53428650
0,51879883;-68,09014130
0,54931641;-67,66627502
0,57983398;-66,78263855
0,61035156;-65,10295105
0,64086914;-63,02114487
0,67138672;-62,16236115
0,70190430;-62,95448685
0,73242188;-64,94572449
0,76293945;-68,53841400
0,79345703;-74,59584045
0,82397461;-71,40335846
0,85449219;-70,68899536
0,88500977;-74,78209686
0,91552734;-69,61957550
0,94604492;-67,16098022
0,97656250;-72,41942596
1,00708008;-78,51509857
1,03759766;-70,02042389
1,06811523;-69,26004028
1,09863281;-69,10614777
1,12915039;-71,07519531
1,15966797;-69,90286255
1,19018555;-66,46659088
1,22070312;-66,03906250
1,25122070;-67,46525574
1,28173828;-66,91921234
1,31225586;-64,21522522
1,34277344;-63,74116898
1,37329102;-69,59540558
1,40380859;-70,77495575
1,43432617;-64,13572693
1,46484375;-65,30278015
1,49536133;-67,81425476
1,52587891;-63,54150772
1,55639648;-60,92224121
1,58691406;-61,07138062
1,61743164;-65,56481171
1,64794922;-75,59336853
1,67846680;-65,16302490
1,70898438;-63,14616776
1,73950195;-65,99406433
1,77001953;-70,37399292
1,80053711;-65,54731750
1,83105469;-63,47502136
1,86157227;-62,55212402
1,89208984;-60,95246124
1,92260742;-60,11961365
1,95312500;-60,57321930
1,98364258;-61,92541122
2,01416016;-64,64774323
2,04467773;-70,57153320
2,07519531;-83,61247253
2,10571289;-70,33808899
2,13623047;-65,17722321
2,16674805;-64,41520691
2,19726562;-67,32257080
2,22778320;-69,17130280
2,25830078;-67,07064819
2,28881836;-64,56983948
2,31933594;-62,28313828
2,34985352;-61,33751297
2,38037109;-61,84463120
2,41088867;-64,35368347
2,44140625;-68,34082794
2,47192383;-71,83531189
2,50244141;-82,86293793
2,53295898;-71,23263550
2,56347656;-69,54478455
2,59399414;-71,21288300
2,62451172;-69,16549683
2,65502930;-64,83849335
2,68554688;-62,52777100
2,71606445;-62,80770111
2,74658203;-65,94390106
2,77709961;-74,03765869
2,80761719;-71,90544891
2,83813477;-65,12980652
2,86865234;-62,85052872
2,89916992;-63,34385300
2,92968750;-64,92041779
2,96020508;-64,86567688
2,99072266;-63,68801880
3,02124023;-62,53235245
3,05175781;-61,31832123
3,08227539;-60,50972366
3,11279297;-60,99253082
3,14331055;-63,30203629
3,17382812;-66,55656433
3,20434570;-69,01632690
3,23486328;-70,82574463
3,26538086;-69,47869873
3,29589844;-65,86731720
3,32641602;-63,98757553
3,35693359;-63,33630371
3,38745117;-62,94520569
3,41796875;-62,98002625
3,44848633;-63,67521667
3,47900391;-64,05345154
3,50952148;-62,10415649
3,54003906;-60,80984497
3,57055664;-61,64342499
3,60107422;-66,05039978
3,63159180;-76,56323242
3,66210938;-66,86620331
3,69262695;-64,38022614
3,72314453;-67,38323212
3,75366211;-84,15968323
3,78417969;-72,72990417
3,81469727;-70,05675507
3,84521484;-62,83374405
3,87573242;-58,29111481
3,90625000;-56,54082870
3,93676758;-57,58689880
3,96728516;-61,11419296
3,99780273;-64,93617249
4,02832031;-65,98990631
4,05883789;-63,77341461
4,08935547;-64,17298889
4,11987305;-63,51889038
4,15039062;-65,48607635
4,18090820;-65,48249817
4,21142578;-61,19289017
4,24194336;-63,59090424
4,27246094;-69,55841064
4,30297852;-68,34132385
4,33349609;-71,87747955
4,36401367;-60,39038086
4,39453125;-61,60192108
4,42504883;-66,65574646
4,45556641;-63,52510452
4,48608398;-68,34136200
