Frequency;Channel A
(MHz);(dBu)

0,00000000;-15,32113457
0,03051758;-15,67729950
0,06103516;-20,82169342
0,09155273;-30,39666939
0,12207031;-46,66946030
0,15258789;-60,40210342
0,18310547;-66,40666199
0,21362305;-62,41706848
0,24414062;-63,22996521
0,27465820;-68,18890381
0,30517578;-66,85425568
0,33569336;-68,97441101
0,36621094;-73,63617706
0,39672852;-65,58585358
0,42724609;-62,03115463
0,45776367;-62,84005737
0,48828125;-67,46307373
0,51879883;-76,53898621
0,54931641;-74,04176331
0,57983398;-69,65792847
0,61035156;-69,70886993
0,64086914;-71,87573242
0,67138672;-78,54992676
0,70190430;-72,78729248
0,73242188;-67,26183319
0,76293945;-63,87211609
0,79345703;-61,88880157
0,82397461;-62,07826614
0,85449219;-66,94197845
0,88500977;-66,50906372
0,91552734;-59,78704834
0,94604492;-59,46135712
0,97656250;-64,86088562
1,00708008;-67,48402405
1,03759766;-61,26712036
1,06811523;-58,99240494
1,09863281;-58,19839859
1,12915039;-58,36971664
1,15966797;-59,89065552
1,19018555;-63,51327896
1,22070312;-73,17587280
1,25122070;-70,76753235
1,28173828;-62,83568573
1,31225586;-60,84828949
1,34277344;-62,39084625
1,37329102;-68,44973755
1,40380859;-90,55853271
1,43432617;-77,35176086
1,46484375;-83,51436615
1,49536133;-79,99704742
1,52587891;-75,92082214
1,55639648;-69,56135559
1,58691406;-66,99806213
1,61743164;-70,46400452
1,64794922;-81,56529236
1,67846680;-67,28239441
1,70898438;-64,01622009
1,73950195;-62,82460022
1,77001953;-62,07669830
1,80053711;-62,60887909
1,83105469;-64,33627319
1,86157227;-65,19342041
1,89208984;-64,89016724
1,92260742;-64,86251068
1,95312500;-65,85009766
1,98364258;-69,57744598
2,01416016;-80,06348419
2,04467773;-81,01037598
2,07519531;-77,32201385
2,10571289;-74,83071899
2,13623047;-70,63514709
2,16674805;-66,77391815
2,19726562;-64,33339691
2,22778320;-63,51528549
2,25830078;-63,05676270
2,28881836;-62,23708344
2,31933594;-64,07887268
2,34985352;-76,00598145
2,38037109;-66,50389099
2,41088867;-61,00455475
2,44140625;-59,80686569
2,47192383;-60,61688995
2,50244141;-61,50099182
2,53295898;-60,27921677
2,56347656;-59,24209595
2,59399414;-60,92094421
2,62451172;-68,02119446
2,65502930;-68,98446655
2,68554688;-63,38181305
2,71606445;-63,47598267
2,74658203;-65,22834015
2,77709961;-66,27442932
2,80761719;-68,76277161
2,83813477;-72,42384338
2,86865234;-69,65595245
2,89916992;-66,55503082
2,92968750;-68,01284027
2,96020508;-77,56697083
2,99072266;-68,98371887
3,02124023;-65,41308594
3,05175781;-66,18374634
3,08227539;-70,07025146
3,11279297;-74,07124329
3,14331055;-71,61853027
3,17382812;-68,87866974
3,20434570;-68,53583527
3,23486328;-69,40024567
3,26538086;-69,11463928
3,29589844;-66,96643066
3,32641602;-63,98737335
3,35693359;-61,73655701
3,38745117;-61,98702240
3,41796875;-65,44470978
3,44848633;-72,41792297
3,47900391;-75,30770111
3,50952148;-68,95027924
3,54003906;-65,40938568
3,57055664;-65,44445038
3,60107422;-69,93846130
3,63159180;-66,63178253
3,66210938;-62,38122940
3,69262695;-61,52835846
3,72314453;-64,96521759
3,75366211;-85,82839966
3,78417969;-70,99494934
3,81469727;-72,51358795
3,84521484;-76,08193970
3,87573242;-77,33486938
3,90625000;-67,58240509
3,93676758;-62,85483932
3,96728516;-62,66044998
3,99780273;-63,33847427
4,02832031;-61,71407700
4,05883789;-61,64067078
4,08935547;-64,86026001
4,11987305;-70,84244537
4,15039062;-63,60572815
4,18090820;-61,36894226
4,21142578;-62,60385132
4,24194336;-61,44321060
4,27246094;-60,52177048
4,30297852;-66,63342285
4,33349609;-76,56236267
4,36401367;-83,81858826
4,39453125;-65,95663452
4,42504883;-62,44831467
4,45556641;-70,88705444
4,48608398;-66,04964447
