Frequency;Channel A
(MHz);(dBu)

0,00000000;-15,37375927
0,03051758;-15,74988937
0,06103516;-20,98439026
0,09155273;-30,92478943
0,12207031;-49,74803543
0,15258789;-57,11447144
0,18310547;-58,85047531
0,21362305;-63,56132126
0,24414062;-70,48588562
0,27465820;-65,71158600
0,30517578;-68,04029846
0,33569336;-70,01837158
0,36621094;-72,94797516
0,39672852;-66,09364319
0,42724609;-63,58768463
0,45776367;-66,35571289
0,48828125;-69,62976837
0,51879883;-68,42150879
0,54931641;-65,75228882
0,57983398;-64,09007263
0,61035156;-65,02528381
0,64086914;-68,23056030
0,67138672;-71,55228424
0,70190430;-69,68069458
0,73242188;-64,47798157
0,76293945;-60,50379944
0,79345703;-57,87162399
0,82397461;-56,16531754
0,85449219;-55,76938629
0,88500977;-57,16631317
0,91552734;-59,20333481
0,94604492;-58,58004761
0,97656250;-58,04103851
1,00708008;-59,99086761
1,03759766;-64,11711121
1,06811523;-67,91179657
1,09863281;-70,66705322
1,12915039;-74,06290436
1,15966797;-76,89910126
1,19018555;-72,02253723
1,22070312;-67,48423767
1,25122070;-67,86752319
1,28173828;-75,02460480
1,31225586;-73,37110901
1,34277344;-67,69496155
1,37329102;-64,52465820
1,40380859;-62,46291733
1,43432617;-63,33305359
1,46484375;-70,52609253
1,49536133;-68,99561310
1,52587891;-62,56255341
1,55639648;-61,33153915
1,58691406;-62,16199493
1,61743164;-63,80820847
1,64794922;-66,13833618
1,67846680;-71,61189270
1,70898438;-70,88340759
1,73950195;-66,62970734
1,77001953;-70,46932983
1,80053711;-81,58317566
1,83105469;-70,42928314
1,86157227;-73,14577484
1,89208984;-75,60192871
1,92260742;-74,00335693
1,95312500;-90,32327271
1,98364258;-69,48035431
2,01416016;-65,54017639
2,04467773;-65,32051849
2,07519531;-66,99105072
2,10571289;-68,68657684
2,13623047;-67,74388885
2,16674805;-66,92647552
2,19726562;-67,03382111
2,22778320;-67,41400909
2,25830078;-67,39617157
2,28881836;-67,71422577
2,31933594;-68,22653198
2,34985352;-64,68412781
2,38037109;-61,76060486
2,41088867;-62,08950043
2,44140625;-65,67617798
2,47192383;-69,13919067
2,50244141;-67,41410065
2,53295898;-66,23912811
2,56347656;-66,60203552
2,59399414;-68,31989288
2,62451172;-71,01067352
2,65502930;-70,24742889
2,68554688;-67,17001343
2,71606445;-64,26670837
2,74658203;-61,83649063
2,77709961;-61,43359375
2,80761719;-63,73656464
2,83813477;-67,37610626
2,86865234;-67,56074524
2,89916992;-68,35591125
2,92968750;-72,79696655
2,96020508;-71,71823883
2,99072266;-68,21614075
3,02124023;-66,54885864
3,05175781;-66,73879242
3,08227539;-69,11358643
3,11279297;-72,50296783
3,14331055;-74,25363159
3,17382812;-74,28804779
3,20434570;-72,28450012
3,23486328;-70,28429413
3,26538086;-71,13459778
3,29589844;-68,80034637
3,32641602;-64,12208557
3,35693359;-62,61206818
3,38745117;-66,00157166
3,41796875;-71,86112213
3,44848633;-66,65787506
3,47900391;-65,43962097
3,50952148;-65,19893646
3,54003906;-65,70834351
3,57055664;-66,96205902
3,60107422;-68,22856903
3,63159180;-66,78167725
3,66210938;-65,57623291
3,69262695;-69,35163116
3,72314453;-92,40752411
3,75366211;-79,19243622
3,78417969;-78,59059143
3,81469727;-71,90430450
3,84521484;-67,71720123
3,87573242;-64,68061829
3,90625000;-66,05175781
3,93676758;-71,79832458
3,96728516;-72,09389496
3,99780273;-63,65616226
4,02832031;-61,32804871
4,05883789;-65,71391296
4,08935547;-82,77496338
4,11987305;-64,38451385
4,15039062;-59,54132843
4,18090820;-58,28142548
4,21142578;-60,72729492
4,24194336;-62,63241577
4,27246094;-64,06026459
4,30297852;-59,80497360
4,33349609;-58,46044159
4,36401367;-65,28392792
4,39453125;-67,26533508
4,42504883;-62,13634109
4,45556641;-60,31839752
4,48608398;-60,67054749
