Frequency;Channel A
(MHz);(dBu)

0,00000000;-15,33538628
0,03051758;-15,70073509
0,06103516;-20,88666153
0,09155273;-30,63224411
0,12207031;-48,09493256
0,15258789;-59,71363068
0,18310547;-62,38681793
0,21362305;-60,91179657
0,24414062;-61,41635132
0,27465820;-62,83850098
0,30517578;-60,30915833
0,33569336;-58,83842468
0,36621094;-59,02570724
0,39672852;-60,40084457
0,42724609;-66,77404785
0,45776367;-71,33252716
0,48828125;-62,08936310
0,51879883;-60,28931427
0,54931641;-60,19186020
0,57983398;-61,77368927
0,61035156;-66,01995850
0,64086914;-66,56604004
0,67138672;-62,49925995
0,70190430;-61,37830734
0,73242188;-63,31212997
0,76293945;-66,83120728
0,79345703;-68,80292511
0,82397461;-70,39534760
0,85449219;-82,72541046
0,88500977;-66,87872314
0,91552734;-59,42393494
0,94604492;-56,74871445
0,97656250;-57,41088486
1,00708008;-61,16966248
1,03759766;-68,53526306
1,06811523;-75,40970612
1,09863281;-67,38085938
1,12915039;-65,10107422
1,15966797;-65,31713867
1,19018555;-66,52281952
1,22070312;-67,97076416
1,25122070;-69,72468567
1,28173828;-71,22585297
1,31225586;-70,40805817
1,34277344;-71,44052887
1,37329102;-72,04592896
1,40380859;-66,57431793
1,43432617;-63,27869034
1,46484375;-61,45042419
1,49536133;-60,83452606
1,52587891;-61,97769547
1,55639648;-64,71398926
1,58691406;-68,65468597
1,61743164;-74,87525177
1,64794922;-76,98197937
1,67846680;-82,25673676
1,70898438;-72,35302734
1,73950195;-64,63323975
1,77001953;-62,27579117
1,80053711;-63,18539429
1,83105469;-65,72593689
1,86157227;-68,97657776
1,89208984;-69,71430969
1,92260742;-62,49190521
1,95312500;-58,74848175
1,98364258;-58,05825806
2,01416016;-59,60499573
2,04467773;-62,72032166
2,07519531;-68,31034851
2,10571289;-79,18412018
2,13623047;-69,70155334
2,16674805;-69,54271698
2,19726562;-69,33422852
2,22778320;-66,95343781
2,25830078;-68,90466309
2,28881836;-68,07850647
2,31933594;-62,97122192
2,34985352;-60,13530350
2,38037109;-59,28752518
2,41088867;-59,50967407
2,44140625;-59,36779785
2,47192383;-58,59620667
2,50244141;-58,83615112
2,53295898;-62,04792786
2,56347656;-68,05381775
2,59399414;-63,81193161
2,62451172;-62,54340744
2,65502930;-66,47625732
2,68554688;-85,81027985
2,71606445;-70,98559570
2,74658203;-68,39427185
2,77709961;-68,03313446
2,80761719;-62,22711945
2,83813477;-59,61116791
2,86865234;-60,92684174
2,89916992;-66,89759827
2,92968750;-73,36550903
2,96020508;-63,70661926
2,99072266;-60,53959656
3,02124023;-60,64842224
3,05175781;-64,76754761
3,08227539;-86,56906128
3,11279297;-67,04277039
3,14331055;-64,75463104
3,17382812;-65,96348572
3,20434570;-66,36083984
3,23486328;-65,53758240
3,26538086;-64,75477600
3,29589844;-63,06771088
3,32641602;-61,70597076
3,35693359;-62,22573853
3,38745117;-62,84934998
3,41796875;-62,14015198
3,44848633;-63,23403931
3,47900391;-69,64453888
3,50952148;-72,95861816
3,54003906;-70,03434753
3,57055664;-72,70695496
3,60107422;-67,66134644
3,63159180;-63,52102280
3,66210938;-60,78540421
3,69262695;-59,68127441
3,72314453;-60,00160217
3,75366211;-59,87221527
3,78417969;-59,80712509
3,81469727;-60,51640320
3,84521484;-60,65981293
3,87573242;-60,76991272
3,90625000;-62,14561844
3,93676758;-65,13999939
3,96728516;-72,50947571
3,99780273;-66,68114471
4,02832031;-61,31925583
4,05883789;-60,25928116
4,08935547;-64,21122742
4,11987305;-72,05704498
4,15039062;-65,11433411
4,18090820;-62,78207779
4,21142578;-63,51375961
4,24194336;-62,22298050
4,27246094;-58,69766235
4,30297852;-58,48594284
4,33349609;-58,62342072
4,36401367;-57,96379471
4,39453125;-64,96293640
4,42504883;-71,87432861
4,45556641;-68,38346100
4,48608398;-67,39375305
