Frequency;Channel A
(MHz);(dBu)

0,00000000;-15,31375504
0,03051758;-15,67569542
0,06103516;-20,85119247
0,09155273;-30,59217072
0,12207031;-48,76319504
0,15258789;-66,85954285
0,18310547;-68,95125580
0,21362305;-65,04266357
0,24414062;-72,51260376
0,27465820;-63,27139282
0,30517578;-63,68553543
0,33569336;-70,26963806
0,36621094;-64,87171936
0,39672852;-58,79785538
0,42724609;-57,19523621
0,45776367;-58,44473267
0,48828125;-61,40516663
0,51879883;-67,91815948
0,54931641;-72,05696869
0,57983398;-61,62981033
0,61035156;-58,11574554
0,64086914;-57,38915253
0,67138672;-59,76639175
0,70190430;-67,22890472
0,73242188;-65,05957794
0,76293945;-60,91009140
0,79345703;-59,64888000
0,82397461;-59,07575989
0,85449219;-58,97434235
0,88500977;-60,16965866
0,91552734;-63,26369476
0,94604492;-67,10758209
0,97656250;-66,98407745
1,00708008;-65,78618622
1,03759766;-66,24960327
1,06811523;-68,14887238
1,09863281;-69,20643616
1,12915039;-66,10435486
1,15966797;-62,30321503
1,19018555;-61,07020950
1,22070312;-63,27133560
1,25122070;-67,94718170
1,28173828;-66,45264435
1,31225586;-64,85263062
1,34277344;-65,16970825
1,37329102;-65,42391205
1,40380859;-64,24576569
1,43432617;-61,54000854
1,46484375;-58,99491119
1,49536133;-57,44287491
1,52587891;-57,36759949
1,55639648;-59,68992233
1,58691406;-66,72572327
1,61743164;-70,04106140
1,64794922;-64,52387238
1,67846680;-65,10527802
1,70898438;-68,13037109
1,73950195;-68,79863739
1,77001953;-67,53781128
1,80053711;-65,58968353
1,83105469;-63,90646362
1,86157227;-63,00734711
1,89208984;-62,95874023
1,92260742;-63,85354614
1,95312500;-65,42009735
1,98364258;-68,53068542
2,01416016;-77,78651428
2,04467773;-72,42895508
2,07519531;-66,06590271
2,10571289;-64,60673523
2,13623047;-65,52558136
2,16674805;-67,82114410
2,19726562;-71,63096619
2,22778320;-87,54329681
2,25830078;-70,49701691
2,28881836;-64,36369324
2,31933594;-63,17263031
2,34985352;-63,78780746
2,38037109;-62,92576599
2,41088867;-62,03448868
2,44140625;-62,59563828
2,47192383;-64,41939545
2,50244141;-66,82138062
2,53295898;-64,23246002
2,56347656;-61,54728317
2,59399414;-61,82857132
2,62451172;-64,30328369
2,65502930;-66,76365662
2,68554688;-68,55194855
2,71606445;-74,45185852
2,74658203;-72,24447632
2,77709961;-68,25354767
2,80761719;-69,60221100
2,83813477;-73,32220459
2,86865234;-70,32798767
2,89916992;-67,16916656
2,92968750;-70,08713531
2,96020508;-78,92742157
2,99072266;-64,68814850
3,02124023;-60,58145523
3,05175781;-59,30080032
3,08227539;-60,36284637
3,11279297;-64,21458435
3,14331055;-68,35420990
3,17382812;-67,09999084
3,20434570;-66,47170258
3,23486328;-69,79373169
3,26538086;-74,15391541
3,29589844;-68,41996765
3,32641602;-64,89178467
3,35693359;-63,01815414
3,38745117;-63,05700684
3,41796875;-65,51900482
3,44848633;-70,93594360
3,47900391;-77,57724762
3,50952148;-69,53230286
3,54003906;-66,49887085
3,57055664;-65,51705170
3,60107422;-66,07116699
3,63159180;-70,59624481
3,66210938;-77,86692810
3,69262695;-65,32939148
3,72314453;-62,11973572
3,75366211;-61,42774963
3,78417969;-61,63839340
3,81469727;-65,37209320
3,84521484;-75,61862946
3,87573242;-66,04702759
3,90625000;-60,12968063
3,93676758;-59,04176331
3,96728516;-62,03897095
3,99780273;-70,59159088
4,02832031;-68,99240112
4,05883789;-59,85211182
4,08935547;-58,13125610
4,11987305;-58,66536713
4,15039062;-61,94466019
4,18090820;-73,89562988
4,21142578;-65,38552856
4,24194336;-63,20606232
4,27246094;-63,35466003
4,30297852;-71,62915039
4,33349609;-82,07489014
4,36401367;-67,71544647
4,39453125;-81,21054840
4,42504883;-63,06391144
4,45556641;-68,37350464
4,48608398;-73,68974304
