Frequency;Channel A
(MHz);(dBu)

0,00000000;-15,36565590
0,03051758;-15,72755623
0,06103516;-20,89896011
0,09155273;-30,58576965
0,12207031;-47,74570465
0,15258789;-69,00500488
0,18310547;-65,44180298
0,21362305;-70,46850586
0,24414062;-66,04036713
0,27465820;-64,24816895
0,30517578;-63,39453125
0,33569336;-63,27720642
0,36621094;-67,25286865
0,39672852;-80,26931763
0,42724609;-68,17191315
0,45776367;-63,69039154
0,48828125;-64,35578918
0,51879883;-65,01084137
0,54931641;-64,99795532
0,57983398;-65,91555023
0,61035156;-63,72997665
0,64086914;-60,90140533
0,67138672;-60,77505112
0,70190430;-64,45406342
0,73242188;-69,69794464
0,76293945;-63,77233505
0,79345703;-59,99286652
0,82397461;-57,43087769
0,85449219;-55,43067169
0,88500977;-53,86602402
0,91552734;-53,30877686
0,94604492;-54,82759857
0,97656250;-58,79314804
1,00708008;-64,37374115
1,03759766;-71,50949097
1,06811523;-69,87023163
1,09863281;-66,38774109
1,12915039;-66,46895599
1,15966797;-67,30815125
1,19018555;-67,97377777
1,22070312;-70,69908142
1,25122070;-67,69814301
1,28173828;-61,99453735
1,31225586;-60,22201157
1,34277344;-61,36552429
1,37329102;-63,75968552
1,40380859;-64,73085785
1,43432617;-64,02686310
1,46484375;-63,75122833
1,49536133;-64,43273926
1,52587891;-64,60986328
1,55639648;-63,53426361
1,58691406;-63,15655136
1,61743164;-65,17275238
1,64794922;-69,71503448
1,67846680;-69,21090698
1,70898438;-66,28398132
1,73950195;-65,90679932
1,77001953;-67,96374512
1,80053711;-71,27076721
1,83105469;-74,32801056
1,86157227;-75,71575165
1,89208984;-68,40762329
1,92260742;-62,99345016
1,95312500;-59,88547516
1,98364258;-58,71954346
2,01416016;-59,36630630
2,04467773;-61,45454025
2,07519531;-63,85234451
2,10571289;-65,36542511
2,13623047;-66,88642883
2,16674805;-66,92796326
2,19726562;-63,43260956
2,22778320;-61,47126007
2,25830078;-62,12451935
2,28881836;-65,42862701
2,31933594;-72,50871277
2,34985352;-81,24802399
2,38037109;-70,74629211
2,41088867;-65,28678894
2,44140625;-62,86079407
2,47192383;-63,54794312
2,50244141;-67,09164429
2,53295898;-65,61949921
2,56347656;-61,96301270
2,59399414;-61,52001953
2,62451172;-64,79681396
2,65502930;-65,88102722
2,68554688;-61,30016327
2,71606445;-59,25136566
2,74658203;-58,84686279
2,77709961;-60,77039337
2,80761719;-66,48228455
2,83813477;-68,85078430
2,86865234;-65,22090149
2,89916992;-62,70716095
2,92968750;-60,17495728
2,96020508;-58,44493866
2,99072266;-58,29192352
3,02124023;-60,96617126
3,05175781;-70,80252838
3,08227539;-68,44271851
3,11279297;-61,86221313
3,14331055;-59,87304306
3,17382812;-59,72608185
3,20434570;-61,27754593
3,23486328;-63,66827393
3,26538086;-65,61640930
3,29589844;-67,42640686
3,32641602;-68,48855591
3,35693359;-66,53544617
3,38745117;-63,84357452
3,41796875;-62,97336578
3,44848633;-65,06455994
3,47900391;-72,23437500
3,50952148;-83,02123260
3,54003906;-71,75280762
3,57055664;-68,05826569
3,60107422;-64,04937744
3,63159180;-61,21095276
3,66210938;-60,35831070
3,69262695;-60,53847504
3,72314453;-62,09442520
3,75366211;-64,15175629
3,78417969;-63,98344040
3,81469727;-65,59207153
3,84521484;-69,57312775
3,87573242;-73,89064789
3,90625000;-72,70130920
3,93676758;-77,70639038
3,96728516;-82,97991943
3,99780273;-76,81397247
4,02832031;-65,47173309
4,05883789;-63,33756256
4,08935547;-62,76229477
4,11987305;-62,86317825
4,15039062;-64,75535583
4,18090820;-64,70109558
4,21142578;-65,63882446
4,24194336;-71,07222748
4,27246094;-61,68416595
4,30297852;-61,97621918
4,33349609;-61,54052353
4,36401367;-60,56506729
4,39453125;-65,41950226
4,42504883;-64,36285400
4,45556641;-75,34140778
4,48608398;-68,31575775
