Frequency;Channel A
(MHz);(dBu)

0,00000000;-15,20172977
0,03051758;-15,55681705
0,06103516;-20,69956017
0,09155273;-30,28921318
0,12207031;-46,97628784
0,15258789;-65,92474365
0,18310547;-68,09883118
0,21362305;-67,76132202
0,24414062;-65,44956970
0,27465820;-72,55540466
0,30517578;-74,40667725
0,33569336;-64,43896484
0,36621094;-59,90817642
0,39672852;-59,81242371
0,42724609;-61,90230942
0,45776367;-63,11370850
0,48828125;-65,22035217
0,51879883;-74,05706024
0,54931641;-71,64224243
0,57983398;-64,06359863
0,61035156;-62,37999344
0,64086914;-63,37051392
0,67138672;-64,83886719
0,70190430;-64,94717407
0,73242188;-64,51210785
0,76293945;-65,46640015
0,79345703;-69,31100464
0,82397461;-73,28848267
0,85449219;-66,55653381
0,88500977;-59,21649170
0,91552734;-55,65445328
0,94604492;-55,46646881
0,97656250;-58,64542007
1,00708008;-66,85840607
1,03759766;-71,11660767
1,06811523;-64,37244415
1,09863281;-63,14706802
1,12915039;-65,57476807
1,15966797;-70,72562408
1,19018555;-66,81086731
1,22070312;-63,91107178
1,25122070;-63,84319305
1,28173828;-65,20253754
1,31225586;-67,88460541
1,34277344;-73,80407715
1,37329102;-73,01132202
1,40380859;-66,94152069
1,43432617;-63,09157562
1,46484375;-60,73799896
1,49536133;-60,71612930
1,52587891;-64,45372772
1,55639648;-76,25329590
1,58691406;-65,71212769
1,61743164;-62,36534500
1,64794922;-63,26369858
1,67846680;-67,99892426
1,70898438;-95,41606140
1,73950195;-67,37234497
1,77001953;-61,34561920
1,80053711;-59,16579437
1,83105469;-59,85747910
1,86157227;-64,28231812
1,89208984;-68,41764832
1,92260742;-60,99442291
1,95312500;-58,45126343
1,98364258;-59,55322647
2,01416016;-63,05352020
2,04467773;-64,17266846
2,07519531;-63,71425629
2,10571289;-62,90551758
2,13623047;-59,96300507
2,16674805;-57,17568207
2,19726562;-55,71863556
2,22778320;-55,99781036
2,25830078;-58,20152283
2,28881836;-61,79420471
2,31933594;-64,84353638
2,34985352;-66,28656006
2,38037109;-66,84599304
2,41088867;-66,95674133
2,44140625;-66,58369446
2,47192383;-65,71292114
2,50244141;-66,78107452
2,53295898;-74,63549805
2,56347656;-64,47032928
2,59399414;-58,92752075
2,62451172;-58,00780869
2,65502930;-60,47402954
2,68554688;-63,71721649
2,71606445;-61,56509781
2,74658203;-59,34753036
2,77709961;-59,09197235
2,80761719;-60,80215454
2,83813477;-62,44543457
2,86865234;-63,28694916
2,89916992;-65,97151184
2,92968750;-72,05063629
2,96020508;-78,95452881
2,99072266;-74,34967804
3,02124023;-71,19530487
3,05175781;-69,96601105
3,08227539;-70,15046692
3,11279297;-71,07970428
3,14331055;-74,28932190
3,17382812;-90,52465820
3,20434570;-75,03544617
3,23486328;-73,76078033
3,26538086;-84,23889160
3,29589844;-75,45029449
3,32641602;-68,26679993
3,35693359;-66,39111328
3,38745117;-65,57991791
3,41796875;-63,43319702
3,44848633;-61,96728516
3,47900391;-62,64926529
3,50952148;-67,43825531
3,54003906;-81,39410400
3,57055664;-67,70299530
3,60107422;-63,93982697
3,63159180;-63,70712662
3,66210938;-65,16923523
3,69262695;-70,72018433
3,72314453;-76,21752930
3,75366211;-73,48480988
3,78417969;-72,71361542
3,81469727;-67,98750305
3,84521484;-66,83710480
3,87573242;-66,69528961
3,90625000;-65,50599670
3,93676758;-64,72322845
3,96728516;-68,82596588
3,99780273;-68,46427917
4,02832031;-58,88488388
4,05883789;-56,54504776
4,08935547;-56,33582687
4,11987305;-58,01227570
4,15039062;-64,83635712
4,18090820;-82,28938293
4,21142578;-75,04698181
4,24194336;-66,12556458
4,27246094;-60,71589661
4,30297852;-63,35004425
4,33349609;-67,46489716
4,36401367;-66,08410645
4,39453125;-72,91284180
4,42504883;-63,28614807
4,45556641;-68,72124481
4,48608398;-70,56755066
