Frequency;Channel A
(MHz);(dBu)

0,00000000;-83,16531372
0,03051758;-83,66754150
0,06103516;-89,58815002
0,09155273;-91,44623566
0,12207031;-87,42222595
0,15258789;-87,33673096
0,18310547;-89,87860870
0,21362305;-93,10800171
0,24414062;-93,74996948
0,27465820;-92,95231628
0,30517578;-93,59700012
0,33569336;-94,36582947
0,36621094;-93,46496582
0,39672852;-92,70489502
0,42724609;-93,39947510
0,45776367;-94,39611816
0,48828125;-93,14643097
0,51879883;-90,91699219
0,54931641;-90,35131836
0,57983398;-91,91333008
0,61035156;-94,17015076
0,64086914;-94,49250031
0,67138672;-93,68551636
0,70190430;-93,73020935
0,73242188;-93,70164490
0,76293945;-92,83942413
0,79345703;-92,93819427
0,82397461;-95,10863495
0,85449219;-98,66753387
0,88500977;-100,66799164
0,91552734;-100,32369995
0,94604492;-101,15161896
0,97656250;-106,21680450
1,00708008;-120,85850525
1,03759766;-107,17383575
1,06811523;-105,92460632
1,09863281;-108,22299194
1,12915039;-109,70149994
1,15966797;-114,38828278
1,19018555;-120,97293091
1,22070312;-108,77400208
1,25122070;-105,02082062
1,28173828;-102,11700439
1,31225586;-99,65881348
1,34277344;-99,25326538
1,37329102;-101,47620392
1,40380859;-105,56272888
1,43432617;-108,13152313
1,46484375;-106,21741486
1,49536133;-104,55163574
1,52587891;-103,75025940
1,55639648;-102,59324646
1,58691406;-101,81840515
1,61743164;-102,34899902
1,64794922;-104,08042908
1,67846680;-105,54141235
1,70898438;-104,94491577
1,73950195;-103,37161255
1,77001953;-102,25877380
1,80053711;-101,75317383
1,83105469;-101,82280731
1,86157227;-102,63745117
1,89208984;-103,23002625
1,92260742;-102,40932465
1,95312500;-102,93046570
1,98364258;-108,07133484
2,01416016;-108,97537994
2,04467773;-102,37466431
2,07519531;-100,77896118
2,10571289;-101,26873016
2,13623047;-100,77529144
2,16674805;-98,91621399
2,19726562;-97,78498840
2,22778320;-98,11446381
2,25830078;-100,27187347
2,28881836;-104,85907745
2,31933594;-107,94912720
2,34985352;-107,11849976
2,38037109;-108,61655426
2,41088867;-108,14361572
2,44140625;-106,32090759
2,47192383;-106,13877106
2,50244141;-107,75263977
2,53295898;-111,15470123
2,56347656;-117,40761566
2,59399414;-114,11289978
2,62451172;-108,70650482
2,65502930;-107,73087311
2,68554688;-110,75468445
2,71606445;-121,86714935
2,74658203;-117,43109894
2,77709961;-111,21115112
2,80761719;-109,00514221
2,83813477;-108,86126709
2,86865234;-112,29244232
2,89916992;-119,58871460
2,92968750;-106,14056396
2,96020508;-100,41842651
2,99072266;-98,52239990
3,02124023;-100,39707184
3,05175781;-108,60237122
3,08227539;-114,44203186
3,11279297;-110,12081146
3,14331055;-109,25611877
3,17382812;-103,31483459
3,20434570;-100,89765930
3,23486328;-101,70693207
3,26538086;-104,68524170
3,29589844;-105,80017090
3,32641602;-105,52918243
3,35693359;-108,90100098
3,38745117;-124,15695190
3,41796875;-109,30870056
3,44848633;-104,35897064
3,47900391;-101,94805145
3,50952148;-100,67169189
3,54003906;-101,10388947
3,57055664;-104,33803558
3,60107422;-108,47560120
3,63159180;-106,57795715
3,66210938;-106,24319458
3,69262695;-109,45809937
3,72314453;-110,22595215
3,75366211;-106,24950409
3,78417969;-105,14965057
3,81469727;-105,96813202
3,84521484;-105,37451935
3,87573242;-103,32429504
3,90625000;-102,11341095
3,93676758;-102,12597656
3,96728516;-102,90028381
3,99780273;-104,31781006
4,02832031;-105,27088928
4,05883789;-104,80000305
4,08935547;-104,66622162
4,11987305;-103,20390320
4,15039062;-101,43870544
4,18090820;-101,58227539
4,21142578;-103,32386017
4,24194336;-105,87135315
4,27246094;-110,97766113
4,30297852;-111,56036377
4,33349609;-106,51450348
4,36401367;-104,71031952
4,39453125;-104,04219055
4,42504883;-103,16441345
4,45556641;-102,07965851
4,48608398;-101,71153259
