Frequency;Channel A
(MHz);(dBu)

0,00000000;-62,40534210
0,03051758;-62,79721832
0,06103516;-68,12648010
0,09155273;-78,52778625
0,12207031;-90,06011200
0,15258789;-89,54455566
0,18310547;-94,25589752
0,21362305;-101,04010773
0,24414062;-93,53820038
0,27465820;-92,15281677
0,30517578;-96,05807495
0,33569336;-114,02626801
0,36621094;-95,74428558
0,39672852;-91,37339783
0,42724609;-91,51340485
0,45776367;-95,47499084
0,48828125;-96,35738373
0,51879883;-92,59370422
0,54931641;-92,14943695
0,57983398;-95,13320160
0,61035156;-97,85813904
0,64086914;-95,04553223
0,67138672;-94,41371918
0,70190430;-97,04832458
0,73242188;-102,41862488
0,76293945;-104,50336456
0,79345703;-104,73960876
0,82397461;-109,40251160
0,85449219;-109,35626221
0,88500977;-107,23054504
0,91552734;-112,27635193
0,94604492;-117,39530945
0,97656250;-107,32590485
1,00708008;-105,54512787
1,03759766;-111,37572479
1,06811523;-110,91282654
1,09863281;-101,21614075
1,12915039;-98,08288574
1,15966797;-97,78259277
1,19018555;-99,74704742
1,22070312;-103,48478699
1,25122070;-105,43946838
1,28173828;-103,98530579
1,31225586;-103,98715210
1,34277344;-108,55899048
1,37329102;-120,41611481
1,40380859;-105,25614929
1,43432617;-102,22858429
1,46484375;-102,36203003
1,49536133;-103,45516968
1,52587891;-103,31262207
1,55639648;-103,05703735
1,58691406;-104,62630463
1,61743164;-108,42418671
1,64794922;-114,72326660
1,67846680;-114,21878815
1,70898438;-107,07922363
1,73950195;-103,75149536
1,77001953;-103,19277954
1,80053711;-104,77825928
1,83105469;-108,78025818
1,86157227;-117,73921204
1,89208984;-114,63830566
1,92260742;-109,02371216
1,95312500;-104,96154022
1,98364258;-103,04843140
2,01416016;-103,42300415
2,04467773;-106,17172241
2,07519531;-114,59326172
2,10571289;-113,38103485
2,13623047;-104,39492798
2,16674805;-101,40784454
2,19726562;-101,16683960
2,22778320;-102,01292419
2,25830078;-102,33997345
2,28881836;-102,65777588
2,31933594;-103,81698608
2,34985352;-107,22032166
2,38037109;-114,90220642
2,41088867;-105,81536865
2,44140625;-102,15145111
2,47192383;-102,50318909
2,50244141;-106,07908630
2,53295898;-113,17700195
2,56347656;-108,00669861
2,59399414;-105,96894836
2,62451172;-112,69339752
2,65502930;-107,41110992
2,68554688;-99,85553741
2,71606445;-97,62512970
2,74658203;-98,20280457
2,77709961;-100,48026276
2,80761719;-103,10095215
2,83813477;-104,82489014
2,86865234;-107,00293732
2,89916992;-111,48108673
2,92968750;-110,05866241
2,96020508;-105,63610077
2,99072266;-104,61627197
3,02124023;-105,85812378
3,05175781;-107,93529510
3,08227539;-112,31036377
3,11279297;-134,67573547
3,14331055;-115,40373993
3,17382812;-116,16191101
3,20434570;-118,20317078
3,23486328;-110,10839844
3,26538086;-105,15155029
3,29589844;-102,32733154
3,32641602;-100,81144714
3,35693359;-100,33934784
3,38745117;-100,64133453
3,41796875;-101,40191650
3,44848633;-102,92464447
3,47900391;-105,28942871
3,50952148;-110,40904236
3,54003906;-116,52468872
3,57055664;-107,26330566
3,60107422;-105,34722900
3,63159180;-107,85852051
3,66210938;-107,03421783
3,69262695;-103,23681641
3,72314453;-103,71016693
3,75366211;-105,29704285
3,78417969;-103,79455566
3,81469727;-103,68301392
3,84521484;-108,95554352
3,87573242;-124,26482391
3,90625000;-112,51475525
3,93676758;-110,68467712
3,96728516;-108,71186829
3,99780273;-111,69342804
4,02832031;-114,52484894
4,05883789;-115,50872803
4,08935547;-120,82214355
4,11987305;-113,99536896
4,15039062;-106,24478149
4,18090820;-100,99723053
4,21142578;-99,31705475
4,24194336;-98,16308594
4,27246094;-97,51277161
4,30297852;-99,86850739
4,33349609;-102,65548706
4,36401367;-100,71362305
4,39453125;-100,56187439
4,42504883;-102,70610046
4,45556641;-104,32501221
4,48608398;-108,93128967
