Frequency;Channel A
(MHz);(dBu)

0,00000000;-12,29786491
0,01525879;-15,55671215
0,03051758;-24,08082771
0,04577637;-42,77542114
0,06103516;-62,40392303
0,07629395;-72,89631653
0,09155273;-68,28210449
0,10681152;-77,34160614
0,12207031;-71,10972595
0,13732910;-63,62471008
0,15258789;-61,29385376
0,16784668;-65,72839355
0,18310547;-70,06066895
0,19836426;-68,15592194
0,21362305;-65,16229248
0,22888184;-65,01351166
0,24414062;-66,20140076
0,25939941;-64,01875305
0,27465820;-64,09045410
0,28991699;-70,28588867
0,30517578;-80,55123901
0,32043457;-82,79991150
0,33569336;-90,53924561
0,35095215;-83,38402557
0,36621094;-72,07147217
0,38146973;-67,02325439
0,39672852;-70,03865051
0,41198730;-72,42309570
0,42724609;-64,02703857
0,44250488;-64,09636688
0,45776367;-68,48464203
0,47302246;-75,00798035
0,48828125;-77,83554840
0,50354004;-73,36052704
0,51879883;-70,79204559
0,53405762;-70,11524200
0,54931641;-70,84402466
0,56457520;-72,63249969
0,57983398;-70,52239227
0,59509277;-66,52893829
0,61035156;-67,62910461
0,62561035;-75,08226776
0,64086914;-71,95092010
0,65612793;-73,96520996
0,67138672;-86,19849396
0,68664551;-83,89103699
0,70190430;-72,85538483
0,71716309;-70,25537109
0,73242188;-68,83665466
0,74768066;-69,16162109
0,76293945;-74,31430054
0,77819824;-73,56369781
0,79345703;-69,28121948
0,80871582;-67,71276855
0,82397461;-69,13095856
0,83923340;-71,34891510
0,85449219;-71,53884888
0,86975098;-70,95022583
0,88500977;-72,87892151
0,90026855;-75,32828522
0,91552734;-74,68992615
0,93078613;-69,19996643
0,94604492;-64,14760590
0,96130371;-62,80262375
0,97656250;-63,26793671
0,99182129;-65,05337524
1,00708008;-68,84820557
1,02233887;-74,46006012
1,03759766;-76,48233032
1,05285645;-74,83618164
1,06811523;-82,68596649
1,08337402;-71,53658295
1,09863281;-72,74277496
1,11389160;-82,41873932
1,12915039;-75,81679535
1,14440918;-72,37204742
1,15966797;-72,63396454
1,17492676;-75,20396423
1,19018555;-72,49406433
1,20544434;-68,39678955
1,22070312;-69,45895386
1,23596191;-70,27059174
1,25122070;-64,65733337
1,26647949;-61,57840729
1,28173828;-62,06604004
1,29699707;-66,96006012
1,31225586;-76,67042542
1,32751465;-78,81122589
1,34277344;-84,32891846
1,35803223;-75,23644257
1,37329102;-71,06422424
1,38854980;-71,55026245
1,40380859;-71,73661804
1,41906738;-71,35264587
1,43432617;-69,71575928
1,44958496;-68,35231781
1,46484375;-65,65840912
1,48010254;-63,45958328
1,49536133;-62,45614624
1,51062012;-63,49194336
1,52587891;-66,57809448
1,54113770;-70,71105957
1,55639648;-73,06273651
1,57165527;-72,06376648
1,58691406;-71,61935425
1,60217285;-77,27236938
1,61743164;-76,87639618
1,63269043;-73,38111115
1,64794922;-77,66398621
1,66320801;-70,64505005
1,67846680;-70,98957825
1,69372559;-77,02673340
1,70898438;-75,46479797
1,72424316;-69,49771881
1,73950195;-68,15873718
1,75476074;-69,72888184
1,77001953;-70,49380493
1,78527832;-69,26444244
1,80053711;-69,07807922
1,81579590;-66,70744324
1,83105469;-68,29074097
1,84631348;-74,17770386
1,86157227;-81,52171326
1,87683105;-79,13153076
1,89208984;-70,91933441
1,90734863;-69,42969513
1,92260742;-75,21829224
1,93786621;-77,46566010
1,95312500;-76,78093719
1,96838379;-82,60079193
1,98364258;-91,95072174
1,99890137;-81,30284119
2,01416016;-73,43523407
2,02941895;-72,11014557
2,04467773;-85,15609741
2,05993652;-69,83539581
2,07519531;-65,79700470
2,09045410;-66,39157867
2,10571289;-66,92367554
2,12097168;-67,25294495
2,13623047;-70,86173248
2,15148926;-78,14447021
2,16674805;-90,08674622
2,18200684;-72,74824524
2,19726562;-68,87487793
2,21252441;-69,64494324
2,22778320;-69,23118591
2,24304199;-68,33940887
