Frequency;Channel A
(MHz);(dBu)

0,00000000;-78,65092468
0,03051758;-79,12246704
0,06103516;-84,20272827
0,09155273;-90,22302246
0,12207031;-91,58248901
0,15258789;-91,48467255
0,18310547;-94,61769104
0,21362305;-98,70970917
0,24414062;-94,50698090
0,27465820;-92,36649323
0,30517578;-94,09657288
0,33569336;-100,59317017
0,36621094;-96,19441223
0,39672852;-91,90756989
0,42724609;-92,10652161
0,45776367;-96,94724274
0,48828125;-99,78786469
0,51879883;-93,97624207
0,54931641;-92,86732483
0,57983398;-95,73976135
0,61035156;-103,75610352
0,64086914;-100,16023254
0,67138672;-96,40007782
0,70190430;-96,37150574
0,73242188;-98,38410950
0,76293945;-101,16796875
0,79345703;-103,14689636
0,82397461;-105,61247253
0,85449219;-117,02394104
0,88500977;-108,10799408
0,91552734;-102,07222748
0,94604492;-101,95609283
0,97656250;-107,02300262
1,00708008;-109,11715698
1,03759766;-104,50698853
1,06811523;-104,92126465
1,09863281;-104,20951843
1,12915039;-98,75010681
1,15966797;-95,31559753
1,19018555;-94,22409821
1,22070312;-95,27336121
1,25122070;-98,42555237
1,28173828;-103,20595551
1,31225586;-108,90594482
1,34277344;-116,79241180
1,37329102;-117,02745056
1,40380859;-108,09004974
1,43432617;-102,82409668
1,46484375;-101,69119263
1,49536133;-104,31237030
1,52587891;-111,97932434
1,55639648;-121,52757263
1,58691406;-119,09219360
1,61743164;-131,75854492
1,64794922;-120,36184692
1,67846680;-109,49893188
1,70898438;-102,66407013
1,73950195;-99,53823090
1,77001953;-99,71176147
1,80053711;-103,70855713
1,83105469;-112,25731659
1,86157227;-107,37194824
1,89208984;-104,40126038
1,92260742;-103,79704285
1,95312500;-103,36920166
1,98364258;-102,87181854
2,01416016;-103,31078339
2,04467773;-102,67892456
2,07519531;-99,16930389
2,10571289;-97,47123718
2,13623047;-99,20152283
2,16674805;-105,01858521
2,19726562;-116,16561127
2,22778320;-111,98529053
2,25830078;-103,42403412
2,28881836;-100,52582550
2,31933594;-100,39965820
2,34985352;-100,88919830
2,38037109;-100,38371277
2,41088867;-99,76493835
2,44140625;-100,87508392
2,47192383;-104,63481140
2,50244141;-108,78457642
2,53295898;-107,43144989
2,56347656;-105,40946198
2,59399414;-105,32334900
2,62451172;-107,43064880
2,65502930;-112,02665710
2,68554688;-115,86508179
2,71606445;-108,98922729
2,74658203;-106,67285156
2,77709961;-108,77642822
2,80761719;-111,37871552
2,83813477;-103,94726562
2,86865234;-100,05672455
2,89916992;-99,66680908
2,92968750;-103,22670746
2,96020508;-116,71730804
2,99072266;-106,44985962
3,02124023;-102,98051453
3,05175781;-102,75495911
3,08227539;-102,50435638
3,11279297;-102,94163513
3,14331055;-104,21947479
3,17382812;-104,65695190
3,20434570;-104,33946228
3,23486328;-103,59196472
3,26538086;-103,16680908
3,29589844;-103,31161499
3,32641602;-101,68682098
3,35693359;-99,65188599
3,38745117;-100,08106995
3,41796875;-101,45748901
3,44848633;-100,40450287
3,47900391;-99,89788818
3,50952148;-101,22453308
3,54003906;-103,83467865
3,57055664;-107,28155518
3,60107422;-111,11166382
3,63159180;-114,88272095
3,66210938;-114,64372253
3,69262695;-113,58515930
3,72314453;-114,15093994
3,75366211;-118,14527893
3,78417969;-123,00698853
3,81469727;-118,95760345
3,84521484;-119,17491150
3,87573242;-118,46951294
3,90625000;-123,60054016
3,93676758;-106,32594299
3,96728516;-101,42665100
3,99780273;-101,06051636
4,02832031;-102,26642609
4,05883789;-101,66415405
4,08935547;-102,18092346
4,11987305;-105,00975800
4,15039062;-104,91734314
4,18090820;-103,22989655
4,21142578;-104,99478149
4,24194336;-104,77186584
4,27246094;-100,96253967
4,30297852;-100,68652344
4,33349609;-102,65811157
4,36401367;-103,20235443
4,39453125;-103,92906189
4,42504883;-107,27502441
4,45556641;-108,31657410
4,48608398;-108,77124023
