Frequency;Channel A
(MHz);(dBu)

0,00000000;-12,43358231
0,01525879;-15,67950726
0,03051758;-24,10606003
0,04577637;-41,56926727
0,06103516;-60,40579224
0,07629395;-60,08170319
0,09155273;-65,98664093
0,10681152;-69,53939819
0,12207031;-77,03602600
0,13732910;-70,48232269
0,15258789;-68,78256989
0,16784668;-68,28308868
0,18310547;-68,26954651
0,19836426;-68,78577423
0,21362305;-71,01983643
0,22888184;-65,97495270
0,24414062;-62,06006622
0,25939941;-61,31312561
0,27465820;-62,39780426
0,28991699;-64,10893250
0,30517578;-66,16658020
0,32043457;-70,83050537
0,33569336;-66,34351349
0,35095215;-63,00465012
0,36621094;-61,49778366
0,38146973;-61,99387360
0,39672852;-65,50678253
0,41198730;-69,78789520
0,42724609;-70,46521759
0,44250488;-73,08275604
0,45776367;-83,34169006
0,47302246;-71,14864349
0,48828125;-66,01445007
0,50354004;-67,16544342
0,51879883;-73,26323700
0,53405762;-82,21195984
0,54931641;-80,33545685
0,56457520;-71,14109039
0,57983398;-69,05361938
0,59509277;-75,75191498
0,61035156;-75,60462189
0,62561035;-73,55843353
0,64086914;-73,45172119
0,65612793;-68,33665466
0,67138672;-70,36015320
0,68664551;-79,80065918
0,70190430;-82,51876831
0,71716309;-75,79981995
0,73242188;-72,01151276
0,74768066;-69,68421173
0,76293945;-68,48198700
0,77819824;-68,26226044
0,79345703;-70,77643585
0,80871582;-86,68356323
0,82397461;-70,64072418
0,83923340;-65,47991943
0,85449219;-65,00086212
0,86975098;-70,01252747
0,88500977;-78,93209839
0,90026855;-69,77343750
0,91552734;-68,39237213
0,93078613;-70,42948914
0,94604492;-75,95513153
0,96130371;-69,85024261
0,97656250;-75,24014282
0,99182129;-77,72328949
1,00708008;-72,91678619
1,02233887;-72,63372040
1,03759766;-75,78691864
1,05285645;-78,94194031
1,06811523;-72,68897247
1,08337402;-70,13464355
1,09863281;-71,30652618
1,11389160;-71,09200287
1,12915039;-67,52137756
1,14440918;-69,13601685
1,15966797;-69,62419128
1,17492676;-65,19944000
1,19018555;-63,42458344
1,20544434;-63,28022766
1,22070312;-64,63037872
1,23596191;-69,15282440
1,25122070;-72,01030731
1,26647949;-71,64114380
1,28173828;-67,74500275
1,29699707;-67,83509827
1,31225586;-79,38683319
1,32751465;-71,16702271
1,34277344;-64,86750031
1,35803223;-62,03363800
1,37329102;-61,12611771
1,38854980;-62,89178848
1,40380859;-69,30957031
1,41906738;-72,91214752
1,43432617;-67,76586151
1,44958496;-66,20706940
1,46484375;-65,79734039
1,48010254;-65,70788574
1,49536133;-64,81713104
1,51062012;-65,35070801
1,52587891;-70,21777344
1,54113770;-80,91117859
1,55639648;-67,73859406
1,57165527;-66,94065094
1,58691406;-78,71623993
1,60217285;-68,85877991
1,61743164;-65,79869080
1,63269043;-69,02841187
1,64794922;-68,87803650
1,66320801;-67,10230255
1,67846680;-66,94891357
1,69372559;-65,51329803
1,70898438;-65,78334808
1,72424316;-69,43779755
1,73950195;-72,96609497
1,75476074;-78,90043640
1,77001953;-80,29376221
1,78527832;-78,10209656
1,80053711;-82,00560760
1,81579590;-76,49460602
1,83105469;-70,49252319
1,84631348;-70,85977173
1,86157227;-79,13667297
1,87683105;-73,21249390
1,89208984;-66,26526642
1,90734863;-64,54102325
1,92260742;-65,74588013
1,93786621;-68,75131226
1,95312500;-70,08897400
1,96838379;-70,30145264
1,98364258;-75,43269348
1,99890137;-76,87841797
2,01416016;-68,99645233
2,02941895;-65,07785034
2,04467773;-65,09175110
2,05993652;-68,40432739
2,07519531;-75,65402222
2,09045410;-76,71087646
2,10571289;-72,65674591
2,12097168;-72,54673767
2,13623047;-70,71494293
2,15148926;-71,98054504
2,16674805;-72,52549744
2,18200684;-68,44850159
2,19726562;-66,02834320
2,21252441;-65,91193390
2,22778320;-69,90141296
2,24304199;-70,72020721
