Frequency;Channel A
(MHz);(dBu)

0,00000000;-11,90430546
0,01525879;-15,14679432
0,03051758;-23,54970741
0,04577637;-40,79325867
0,06103516;-61,37271881
0,07629395;-64,29093933
0,09155273;-68,77595520
0,10681152;-69,83927917
0,12207031;-64,86426544
0,13732910;-63,50687027
0,15258789;-65,05307007
0,16784668;-71,85582733
0,18310547;-71,37055206
0,19836426;-71,81129456
0,21362305;-73,73837280
0,22888184;-80,49755096
0,24414062;-69,36540222
0,25939941;-63,11836243
0,27465820;-60,99405289
0,28991699;-60,79116440
0,30517578;-61,17266083
0,32043457;-60,85892487
0,33569336;-60,90520477
0,35095215;-63,26004791
0,36621094;-67,70904541
0,38146973;-77,46947479
0,39672852;-74,15063477
0,41198730;-68,06510925
0,42724609;-70,23565674
0,44250488;-81,15817261
0,45776367;-73,45265198
0,47302246;-71,17420197
0,48828125;-72,79807281
0,50354004;-74,88522339
0,51879883;-74,01290894
0,53405762;-71,81666565
0,54931641;-71,28060913
0,56457520;-74,71708679
0,57983398;-74,28917694
0,59509277;-70,41822052
0,61035156;-71,02218628
0,62561035;-74,71122742
0,64086914;-69,43825531
0,65612793;-65,09857941
0,67138672;-66,89638519
0,68664551;-74,54840851
0,70190430;-81,86196899
0,71716309;-73,44788361
0,73242188;-71,41112518
0,74768066;-68,67030334
0,76293945;-64,73521423
0,77819824;-64,67518616
0,79345703;-65,65023804
0,80871582;-66,89080811
0,82397461;-70,36624146
0,83923340;-71,95709229
0,85449219;-71,25008392
0,86975098;-72,70471191
0,88500977;-69,28070831
0,90026855;-67,20619965
0,91552734;-66,51505280
0,93078613;-66,51926422
0,94604492;-70,79264832
0,96130371;-70,34506226
0,97656250;-69,05518341
0,99182129;-73,60136414
1,00708008;-93,76969147
1,02233887;-78,18661499
1,03759766;-72,63864136
1,05285645;-68,09125519
1,06811523;-65,42100525
1,08337402;-65,58892059
1,09863281;-67,28097534
1,11389160;-67,65679169
1,12915039;-68,55139923
1,14440918;-70,45186615
1,15966797;-68,23754120
1,17492676;-66,76782227
1,19018555;-70,64430237
1,20544434;-86,21636200
1,22070312;-79,24875641
1,23596191;-95,46173859
1,25122070;-75,80097961
1,26647949;-69,69816589
1,28173828;-67,82244110
1,29699707;-69,98109436
1,31225586;-74,64507294
1,32751465;-72,79229736
1,34277344;-72,08809662
1,35803223;-77,17575836
1,37329102;-79,03761292
1,38854980;-73,64278412
1,40380859;-71,96401978
1,41906738;-71,80170441
1,43432617;-68,22941589
1,44958496;-66,44573975
1,46484375;-68,93391418
1,48010254;-74,68198395
1,49536133;-64,80313110
1,51062012;-63,06179428
1,52587891;-67,41163635
1,54113770;-85,35881042
1,55639648;-72,84088898
1,57165527;-68,58998108
1,58691406;-68,29648590
1,60217285;-68,21671295
1,61743164;-69,16600037
1,63269043;-75,20434570
1,64794922;-80,83708191
1,66320801;-80,04513550
1,67846680;-76,32374573
1,69372559;-67,28234863
1,70898438;-65,23049164
1,72424316;-68,49240112
1,73950195;-79,32784271
1,75476074;-85,37039185
1,77001953;-79,80934143
1,78527832;-73,70977783
1,80053711;-73,47968292
1,81579590;-70,12886047
1,83105469;-71,10385132
1,84631348;-72,53340149
1,86157227;-66,20972443
1,87683105;-64,12399292
1,89208984;-64,52873993
1,90734863;-65,50856018
1,92260742;-68,07356262
1,93786621;-73,90485382
1,95312500;-78,26210785
1,96838379;-71,73232269
1,98364258;-66,51422119
1,99890137;-65,64057922
2,01416016;-65,48222351
2,02941895;-66,56225586
2,04467773;-67,99783325
2,05993652;-68,22480011
2,07519531;-69,83409119
2,09045410;-73,04910278
2,10571289;-74,24752808
2,12097168;-77,00492096
2,13623047;-97,54924011
2,15148926;-76,28861237
2,16674805;-71,86968994
2,18200684;-68,05058289
2,19726562;-64,18894196
2,21252441;-62,99599075
2,22778320;-66,76219177
2,24304199;-74,05250549
