Frequency;Channel A
(MHz);(dBu)

0,00000000;-11,91039467
0,01525879;-15,14610386
0,03051758;-23,53095627
0,04577637;-40,87568283
0,06103516;-60,51241302
0,07629395;-63,88490677
0,09155273;-70,48384857
0,10681152;-63,02481079
0,12207031;-69,33863831
0,13732910;-67,11005402
0,15258789;-62,41646576
0,16784668;-62,05702972
0,18310547;-63,44598389
0,19836426;-65,12739563
0,21362305;-66,37080383
0,22888184;-68,86302185
0,24414062;-72,82839966
0,25939941;-78,31452942
0,27465820;-78,11603546
0,28991699;-89,79140472
0,30517578;-68,94909668
0,32043457;-64,96899414
0,33569336;-67,18487549
0,35095215;-72,83773804
0,36621094;-74,67832947
0,38146973;-71,23420715
0,39672852;-66,69805145
0,41198730;-64,40051270
0,42724609;-66,36059570
0,44250488;-75,66865540
0,45776367;-78,91551971
0,47302246;-76,01277161
0,48828125;-84,62542725
0,50354004;-81,35234070
0,51879883;-69,41942596
0,53405762;-67,57060242
0,54931641;-70,93186951
0,56457520;-67,48693848
0,57983398;-65,80972290
0,59509277;-64,98662567
0,61035156;-65,20066833
0,62561035;-64,76583862
0,64086914;-64,94373322
0,65612793;-68,55841827
0,67138672;-69,74787903
0,68664551;-66,28846741
0,70190430;-64,64655304
0,71716309;-64,18341827
0,73242188;-66,07664490
0,74768066;-71,44897461
0,76293945;-68,27661896
0,77819824;-67,16843414
0,79345703;-68,80082703
0,80871582;-68,50515747
0,82397461;-67,83718109
0,83923340;-70,12962341
0,85449219;-76,22640991
0,86975098;-69,76920319
0,88500977;-66,87966156
0,90026855;-67,43701172
0,91552734;-68,29234314
0,93078613;-68,11621094
0,94604492;-65,93773651
0,96130371;-68,28877258
0,97656250;-80,14071655
0,99182129;-69,70018768
1,00708008;-74,72373199
1,02233887;-81,69887543
1,03759766;-72,95159149
1,05285645;-68,60131073
1,06811523;-69,87001038
1,08337402;-79,89315796
1,09863281;-68,12715149
1,11389160;-62,76555634
1,12915039;-61,58809662
1,14440918;-63,46343231
1,15966797;-69,16983032
1,17492676;-83,22993469
1,19018555;-74,21028900
1,20544434;-72,05142212
1,22070312;-77,85193634
1,23596191;-75,02299500
1,25122070;-71,34008026
1,26647949;-69,36455536
1,28173828;-63,00785065
1,29699707;-60,93415833
1,31225586;-63,21032715
1,32751465;-68,45423889
1,34277344;-70,83396912
1,35803223;-70,25481415
1,37329102;-68,59401703
1,38854980;-66,55543518
1,40380859;-68,92447662
1,41906738;-77,19194031
1,43432617;-65,98538971
1,44958496;-66,58467102
1,46484375;-71,75611877
1,48010254;-78,34480286
1,49536133;-78,27085114
1,51062012;-85,52082062
1,52587891;-75,64879608
1,54113770;-71,22505951
1,55639648;-70,42052460
1,57165527;-70,15579224
1,58691406;-65,78537750
1,60217285;-60,90250397
1,61743164;-60,30444717
1,63269043;-65,71137238
1,64794922;-73,59133911
1,66320801;-66,76147461
1,67846680;-66,48659515
1,69372559;-67,26603699
1,70898438;-68,37289429
1,72424316;-71,92023468
1,73950195;-81,95104980
1,75476074;-80,90489197
1,77001953;-76,21277618
1,78527832;-76,55593109
1,80053711;-77,83190918
1,81579590;-74,41955566
1,83105469;-68,83868408
1,84631348;-64,47838593
1,86157227;-62,70704651
1,87683105;-63,97185516
1,89208984;-68,42123413
1,90734863;-75,27184296
1,92260742;-72,05065918
1,93786621;-72,31094360
1,95312500;-75,00856781
1,96838379;-74,94357300
1,98364258;-74,16406250
1,99890137;-76,18209076
2,01416016;-80,75128174
2,02941895;-83,31108856
2,04467773;-69,92443848
2,05993652;-64,75910187
2,07519531;-64,02716064
2,09045410;-66,79371643
2,10571289;-72,45518494
2,12097168;-75,37016296
2,13623047;-69,79651642
2,15148926;-68,21838379
2,16674805;-70,13903809
2,18200684;-75,73695374
2,19726562;-71,17819977
2,21252441;-67,15614319
2,22778320;-71,73200989
2,24304199;-73,52536774
