Frequency;Channel A
(MHz);(dBu)

0,00000000;-12,58427811
0,01525879;-15,82282543
0,03051758;-24,22165871
0,04577637;-41,72267151
0,06103516;-72,15849304
0,07629395;-72,93053436
0,09155273;-69,04618073
0,10681152;-67,01924133
0,12207031;-66,14275360
0,13732910;-67,15211487
0,15258789;-67,35189056
0,16784668;-67,95658875
0,18310547;-67,96807098
0,19836426;-66,17356110
0,21362305;-64,86035919
0,22888184;-65,71839142
0,24414062;-68,77258301
0,25939941;-68,96308136
0,27465820;-72,59400940
0,28991699;-102,35090637
0,30517578;-68,84634399
0,32043457;-62,77735901
0,33569336;-61,38663483
0,35095215;-61,75653076
0,36621094;-62,44401932
0,38146973;-63,25706863
0,39672852;-65,37499237
0,41198730;-71,26414490
0,42724609;-65,92893219
0,44250488;-64,24876404
0,45776367;-70,26261139
0,47302246;-73,37702179
0,48828125;-64,81208038
0,50354004;-63,32489395
0,51879883;-63,09260941
0,53405762;-63,83449173
0,54931641;-65,11457062
0,56457520;-65,28050232
0,57983398;-65,51316833
0,59509277;-66,41653442
0,61035156;-68,77140808
0,62561035;-70,34996033
0,64086914;-70,76940918
0,65612793;-70,62957001
0,67138672;-72,90871429
0,68664551;-68,27552032
0,70190430;-65,29729462
0,71716309;-65,07305908
0,73242188;-67,08220673
0,74768066;-71,29849243
0,76293945;-73,06912231
0,77819824;-70,39640808
0,79345703;-67,87522125
0,80871582;-67,69725800
0,82397461;-68,38610077
0,83923340;-72,00387573
0,85449219;-72,15282440
0,86975098;-66,58956909
0,88500977;-69,07725525
0,90026855;-72,14623260
0,91552734;-67,82727051
0,93078613;-65,64288330
0,94604492;-64,02096558
0,96130371;-63,97922134
0,97656250;-64,89585114
0,99182129;-64,74861908
1,00708008;-65,28514099
1,02233887;-67,73825073
1,03759766;-69,64052582
1,05285645;-73,97516632
1,06811523;-74,45882416
1,08337402;-67,17204285
1,09863281;-66,61237335
1,11389160;-72,12439728
1,12915039;-75,27063751
1,14440918;-68,02719879
1,15966797;-66,40061188
1,17492676;-66,91901398
1,19018555;-67,02276611
1,20544434;-69,74930573
1,22070312;-72,47544098
1,23596191;-70,31538391
1,25122070;-70,41907501
1,26647949;-73,20816803
1,28173828;-66,87453461
1,29699707;-60,68245316
1,31225586;-59,58203125
1,32751465;-63,71556854
1,34277344;-74,55239868
1,35803223;-76,92174530
1,37329102;-65,38346100
1,38854980;-62,17933273
1,40380859;-63,85385895
1,41906738;-67,98654938
1,43432617;-79,29449463
1,44958496;-73,47218323
1,46484375;-73,41412354
1,48010254;-85,38742065
1,49536133;-75,14397430
1,51062012;-76,58621216
1,52587891;-71,75087738
1,54113770;-70,15128326
1,55639648;-69,32257843
1,57165527;-63,08074570
1,58691406;-59,72891235
1,60217285;-59,38770294
1,61743164;-62,74920654
1,63269043;-69,72158051
1,64794922;-75,18604279
1,66320801;-79,62302399
1,67846680;-74,79304504
1,69372559;-67,78758240
1,70898438;-68,38829041
1,72424316;-72,33770752
1,73950195;-77,90039062
1,75476074;-74,59142303
1,77001953;-73,42163849
1,78527832;-73,34867859
1,80053711;-76,68981934
1,81579590;-68,59675598
1,83105469;-64,44694519
1,84631348;-65,27484131
1,86157227;-73,44555664
1,87683105;-75,77336884
1,89208984;-80,69564819
1,90734863;-71,04885864
1,92260742;-70,01451874
1,93786621;-70,71011353
1,95312500;-69,17157745
1,96838379;-71,29830933
1,98364258;-74,82386780
1,99890137;-65,65684509
2,01416016;-63,35569763
2,02941895;-66,12324524
2,04467773;-76,17987823
2,05993652;-76,15391541
2,07519531;-66,63039398
2,09045410;-63,48191071
2,10571289;-64,14397430
2,12097168;-67,95188141
2,13623047;-77,01120758
2,15148926;-80,17706299
2,16674805;-69,15411377
2,18200684;-64,64949799
2,19726562;-63,83899689
2,21252441;-66,26976776
2,22778320;-67,88581085
2,24304199;-66,03376770
