Time;Channel A
(us);(V)

-5,00199985;-1,57480311
-5,00099985;-1,46222937
-4,99999985;-1,34996307
-4,99899985;-1,12481546
-4,99799985;-1,01224160
-4,99699985;-0,89997542
-4,99599985;-0,78740156
-4,99499985;-0,56225395
-4,99399985;-0,44998771
-4,99299985;-0,22484006
-4,99199985;-0,11226624
-4,99099985;0,11226624
-4,98999985;0,22484006
-4,98899985;0,33741388
-4,98799985;0,56225395
-4,98699985;0,67482775
-4,98599985;0,89997542
-4,98499985;1,01224160
-4,98399985;1,23738933
-4,98299985;1,34996307
-4,98199985;1,57480311
-4,98099985;1,68737698
-4,97999985;1,91221702
-4,97899985;2,02479076
-4,97799985;2,24993849
-4,97699985;2,36220479
-4,97599985;2,58735228
-4,97499985;2,69992614
-4,97399985;2,92476630
-4,97299985;3,03734016
-4,97199985;3,14991379
-4,97099985;3,26218009
-4,96999985;3,48732781
-4,96899985;3,59990168
-4,96799985;3,71247530
-4,96699985;3,93731546
-4,96599985;3,93731546
-4,96499985;4,04988909
-4,96399985;4,16246319
-4,96299985;4,27472925
-4,96199985;4,38730335
-4,96099985;4,49987698
-4,95999985;4,49987698
-4,95899985;4,61245060
-4,95799985;4,72471714
-4,95699985;4,72471714
-4,95599985;4,72471714
-4,95499985;4,83729076
-4,95399985;4,83729076
-4,95299985;4,83729076
-4,95199985;4,83729076
-4,95099985;4,94986486
-4,94999985;4,94986486
-4,94899985;4,94986486
-4,94799985;4,94986486
-4,94699985;4,94986486
-4,94599985;4,94986486
-4,94499985;4,94986486
-4,94399985;4,83729076
-4,94299985;4,83729076
-4,94199985;4,72471714
-4,94099985;4,72471714
-4,93999985;4,72471714
-4,93899985;4,72471714
-4,93799985;4,61245060
-4,93699985;4,61245060
-4,93599985;4,49987698
-4,93499985;4,49987698
-4,93399985;4,38730335
-4,93299985;4,38730335
-4,93199985;4,27472925
-4,93099985;4,27472925
-4,92999985;4,16246319
-4,92899985;4,04988909
-4,92799985;4,04988909
-4,92699985;3,93731546
-4,92599985;3,82474160
-4,92499985;3,82474160
-4,92399985;3,71247530
-4,92299985;3,48732781
-4,92199985;3,48732781
-4,92099985;3,37475395
-4,91999985;3,26218009
-4,91899985;3,14991379
-4,91799985;3,03734016
-4,91699985;2,92476630
-4,91599985;2,92476630
-4,91499985;2,69992614
-4,91399986;2,58735228
-4,91299986;2,47477865
-4,91199986;2,36220479
-4,91099986;2,24993849
-4,90999986;2,13736463
-4,90899986;2,02479076
-4,90799986;1,91221702
