Frequency;Channel A
(MHz);(dBu)

0,00000000;-12,53013515
0,01525879;-15,77263641
0,03051758;-24,19231606
0,04577637;-41,94167328
0,06103516;-67,49315643
0,07629395;-66,58810425
0,09155273;-63,04000854
0,10681152;-86,31072998
0,12207031;-70,94181824
0,13732910;-68,04441071
0,15258789;-68,17066956
0,16784668;-69,88954163
0,18310547;-66,57817078
0,19836426;-64,98760986
0,21362305;-66,43853760
0,22888184;-70,30553436
0,24414062;-78,89057159
0,25939941;-78,66576385
0,27465820;-72,46382141
0,28991699;-68,38769531
0,30517578;-66,06912231
0,32043457;-66,42492676
0,33569336;-70,66742706
0,35095215;-72,60125732
0,36621094;-69,78074646
0,38146973;-75,41148376
0,39672852;-70,22968292
0,41198730;-68,02111816
0,42724609;-70,17270660
0,44250488;-68,01155853
0,45776367;-65,18967438
0,47302246;-66,56184387
0,48828125;-73,62614441
0,50354004;-81,32193756
0,51879883;-77,12794495
0,53405762;-82,89328003
0,54931641;-68,52698517
0,56457520;-64,64701843
0,57983398;-66,24951935
0,59509277;-72,89952087
0,61035156;-74,07304382
0,62561035;-69,61752319
0,64086914;-70,40921021
0,65612793;-76,92788696
0,67138672;-71,27119446
0,68664551;-70,30740356
0,70190430;-69,72645569
0,71716309;-69,68133545
0,73242188;-69,59002686
0,74768066;-65,37245178
0,76293945;-65,55548859
0,77819824;-68,98352051
0,79345703;-72,14189148
0,80871582;-72,62641144
0,82397461;-72,83660126
0,83923340;-71,48367310
0,85449219;-67,95102692
0,86975098;-64,78298950
0,88500977;-64,12686157
0,90026855;-67,03817749
0,91552734;-76,02013397
0,93078613;-77,95519257
0,94604492;-73,25196075
0,96130371;-69,69894409
0,97656250;-68,38719940
0,99182129;-70,38957977
1,00708008;-72,58563232
1,02233887;-73,47372437
1,03759766;-76,76786041
1,05285645;-76,47404480
1,06811523;-80,29806519
1,08337402;-68,07766724
1,09863281;-61,76757812
1,11389160;-61,90410233
1,12915039;-67,29233551
1,14440918;-72,51959229
1,15966797;-71,11631775
1,17492676;-71,72868347
1,19018555;-72,58921051
1,20544434;-73,32999420
1,22070312;-66,71918488
1,23596191;-62,42323303
1,25122070;-64,35668182
1,26647949;-76,79945374
1,28173828;-67,83697510
1,29699707;-65,72991180
1,31225586;-69,93835449
1,32751465;-78,19410706
1,34277344;-67,53997803
1,35803223;-66,56746674
1,37329102;-63,42383957
1,38854980;-62,46589279
1,40380859;-65,52799988
1,41906738;-68,56866455
1,43432617;-69,02925110
1,44958496;-70,86835480
1,46484375;-75,07707214
1,48010254;-74,24128723
1,49536133;-71,78683472
1,51062012;-69,55126953
1,52587891;-69,37655640
1,54113770;-72,57708740
1,55639648;-74,54341888
1,57165527;-74,81828308
1,58691406;-78,37739563
1,60217285;-86,47994232
1,61743164;-73,88340759
1,63269043;-65,87645721
1,64794922;-62,93604279
1,66320801;-62,72093964
1,67846680;-63,26242447
1,69372559;-64,02593994
1,70898438;-64,78959656
1,72424316;-64,79544830
1,73950195;-64,47284698
1,75476074;-65,61601257
1,77001953;-68,01333618
1,78527832;-70,92203522
1,80053711;-77,54098511
1,81579590;-81,46849060
1,83105469;-71,29209900
1,84631348;-70,52809906
1,86157227;-82,32497406
1,87683105;-73,10135651
1,89208984;-68,57916260
1,90734863;-65,19732666
1,92260742;-63,87086487
1,93786621;-66,15521240
1,95312500;-70,24155426
1,96838379;-69,38069153
1,98364258;-67,61695862
1,99890137;-66,84575653
2,01416016;-66,57447052
2,02941895;-66,22321320
2,04467773;-66,54396820
2,05993652;-68,32080078
2,07519531;-70,64405823
2,09045410;-71,04720306
2,10571289;-71,85299683
2,12097168;-79,33300781
2,13623047;-78,17570496
2,15148926;-80,23680115
2,16674805;-81,77444458
2,18200684;-71,10546875
2,19726562;-67,28972626
2,21252441;-67,49719238
2,22778320;-71,81608582
2,24304199;-79,55239868
