Frequency;Channel A
(MHz);(dBu)

0,00000000;-11,37575912
0,01525879;-14,62129116
0,03051758;-23,04822159
0,04577637;-40,69148636
0,06103516;-63,53620529
0,07629395;-62,47932053
0,09155273;-57,13298035
0,10681152;-61,44168091
0,12207031;-62,46567154
0,13732910;-65,26151276
0,15258789;-70,02796936
0,16784668;-70,28887939
0,18310547;-77,00476837
0,19836426;-82,87770081
0,21362305;-81,19777679
0,22888184;-69,75828552
0,24414062;-68,24266052
0,25939941;-70,81416321
0,27465820;-73,66431427
0,28991699;-78,12720490
0,30517578;-74,41616058
0,32043457;-69,09481049
0,33569336;-66,39472961
0,35095215;-62,44376755
0,36621094;-61,56557083
0,38146973;-65,58645630
0,39672852;-70,77040100
0,41198730;-68,66038513
0,42724609;-65,15070343
0,44250488;-65,99482727
0,45776367;-70,94892120
0,47302246;-77,18429565
0,48828125;-76,56213379
0,50354004;-71,78627777
0,51879883;-72,61207581
0,53405762;-66,15776825
0,54931641;-65,44020844
0,56457520;-66,76739502
0,57983398;-67,98684692
0,59509277;-73,10420227
0,61035156;-87,23756409
0,62561035;-78,41162109
0,64086914;-70,91763306
0,65612793;-69,38961792
0,67138672;-70,73432159
0,68664551;-67,42263031
0,70190430;-65,62777710
0,71716309;-68,87776184
0,73242188;-75,53874207
0,74768066;-71,30895996
0,76293945;-65,51682281
0,77819824;-63,92114258
0,79345703;-66,71853638
0,80871582;-76,45527649
0,82397461;-72,84484863
0,83923340;-65,64123535
0,85449219;-63,86209869
0,86975098;-65,46624756
0,88500977;-70,31734467
0,90026855;-69,38663483
0,91552734;-68,81987762
0,93078613;-73,34162140
0,94604492;-82,52000427
0,96130371;-75,67656708
0,97656250;-69,15863800
0,99182129;-64,04128265
1,00708008;-61,29897690
1,02233887;-61,40314484
1,03759766;-65,53356171
1,05285645;-79,85740662
1,06811523;-73,09172058
1,08337402;-71,06050110
1,09863281;-66,27850342
1,11389160;-63,61732864
1,12915039;-66,50599670
1,14440918;-74,25630188
1,15966797;-70,26483917
1,17492676;-69,34976196
1,19018555;-68,70404053
1,20544434;-66,87829590
1,22070312;-64,98108673
1,23596191;-64,75150299
1,25122070;-67,24378967
1,26647949;-74,91825104
1,28173828;-79,80879974
1,29699707;-72,72103119
1,31225586;-68,52496338
1,32751465;-65,34613800
1,34277344;-63,42573166
1,35803223;-63,13114929
1,37329102;-66,20187378
1,38854980;-78,69467163
1,40380859;-74,66625214
1,41906738;-74,70200348
1,43432617;-90,94201660
1,44958496;-72,74658966
1,46484375;-69,36347198
1,48010254;-74,29627228
1,49536133;-80,39478302
1,51062012;-79,77194977
1,52587891;-75,80712891
1,54113770;-72,73141479
1,55639648;-70,19620514
1,57165527;-69,05516815
1,58691406;-70,35435486
1,60217285;-70,76208496
1,61743164;-72,46323395
1,63269043;-73,28636932
1,64794922;-69,98767090
1,66320801;-71,26866150
1,67846680;-84,00657654
1,69372559;-70,79564667
1,70898438;-69,03134155
1,72424316;-70,14793396
1,73950195;-66,47597504
1,75476074;-63,88165283
1,77001953;-63,73682404
1,78527832;-65,33100891
1,80053711;-67,79049683
1,81579590;-69,03884125
1,83105469;-69,52841187
1,84631348;-74,27531433
1,86157227;-74,54994965
1,87683105;-69,85116577
1,89208984;-68,30008698
1,90734863;-71,74739075
1,92260742;-77,34518433
1,93786621;-73,44823456
1,95312500;-71,58915710
1,96838379;-74,55972290
1,98364258;-75,13850403
1,99890137;-72,85904694
2,01416016;-69,90563202
2,02941895;-69,12203979
2,04467773;-72,80364227
2,05993652;-83,32579803
2,07519531;-79,31822205
2,09045410;-73,75888062
2,10571289;-69,79814148
2,12097168;-67,14839172
2,13623047;-67,77500916
2,15148926;-72,36470032
2,16674805;-66,59159851
2,18200684;-65,29058838
2,19726562;-71,03684235
2,21252441;-87,31090546
2,22778320;-79,19258118
2,24304199;-74,32707214
